# stan_version_major = 2
# stan_version_minor = 9
# stan_version_patch = 0
# model = stan_model_model
# method = variational
#   variational
#     algorithm = meanfield (Default)
#       meanfield
#     iter = 10000 (Default)
#     grad_samples = 1 (Default)
#     elbo_samples = 100 (Default)
#     eta = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       iter = 50 (Default)
#     tol_rel_obj = 0.01 (Default)
#     eval_elbo = 100 (Default)
#     output_samples = 1000 (Default)
# id = 0 (Default)
# data
#   file = .input.data.R
# init = 2 (Default)
# random
#   seed = 1460203626
# output
#   file = stan_out_variational.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,alpha,delta,dx,t.1,t.2,t.3,t.4,t.5,t.6,t.7,t.8,t.9,t.10,t.11,t.12,t.13,t.14,t.15,t.16,t.17,t.18,t.19,t.20,t.21,t.22,t.23,t.24,t.25,t.26,t.27,t.28,t.29,t.30,t.31,t.32,t.33,t.34,t.35,t.36,t.37,t.38,t.39,t.40,t.41,t.42,t.43,t.44,t.45,t.46,t.47,t.48,t.49,t.50,t.51,t.52,t.53,t.54,t.55,t.56,t.57,t.58,t.59,t.60,t.61,t.62,t.63,t.64,t.65,t.66,t.67,t.68,t.69,t.70,t.71,t.72,t.73,t.74,t.75,t.76,t.77,t.78,t.79,t.80,t.81,t.82,t.83,t.84,t.85,t.86,t.87,t.88,t.89,t.90,t.91,t.92,t.93,t.94,t.95,t.96,t.97,t.98,t.99,t.100
# Stepsize adaptation complete.
# eta = 1
0,0.907195,0.0574896,0.0600237,0.301976,0.443173,0.562592,0.651023,0.703766,0.720912,0.706581,0.667409,0.610819,0.54365,0.471567,0.399385,0.332048,0.275738,0.238502,0.229883,0.259433,0.334356,0.456929,0.622498,0.818777,1.02684,1.22378,1.38637,1.49515,1.53768,1.51058,1.41971,1.2788,1.10677,0.924575,0.752094,0.605638,0.49638,0.429733,0.405534,0.418834,0.461048,0.521268,0.587589,0.648335,0.693098,0.71351,0.703696,0.66042,0.582953,0.472804,0.333408,0.169912,-0.0109269,-0.20078,-0.389868,-0.567324,-0.721938,-0.843283,-0.923086,-0.956593,-0.94361,-0.888948,-0.802124,-0.696357,-0.587013,-0.489815,-0.419065,-0.386152,-0.398451,-0.458678,-0.564667,-0.709555,-0.882343,-1.06883,-1.25291,-1.41815,-1.5495,-1.63494,-1.66678,-1.64245,-1.56447,-1.43992,-1.27927,-1.09505,-0.900576,-0.70895,-0.532463,-0.382222,-0.267839,-0.196932,-0.174287,-0.200743,-0.272054,-0.378142,-0.50321,-0.627003,-0.727254,-0.783013,-0.77821,-0.704694,-0.564009,-0.367433,-0.134222
0,1.84544,0.0679899,0.0627637,0.2863,0.440569,0.567772,0.659405,0.712024,0.727179,0.710302,0.668966,0.61105,0.543416,0.471458,0.399603,0.332448,0.275973,0.238194,0.228781,0.257513,0.331858,0.454332,0.620449,0.817983,1.02793,1.22715,1.39209,1.50283,1.54654,1.51951,1.42751,1.28443,1.10961,0.924533,0.749657,0.601732,0.492136,0.426205,0.403464,0.418519,0.462345,0.523715,0.590597,0.651387,0.695878,0.715948,0.705911,0.662604,0.585242,0.475182,0.335687,0.171782,-0.00980645,-0.200677,-0.39091,-0.569481,-0.725057,-0.847139,-0.927431,-0.961173,-0.948154,-0.893144,-0.805619,-0.698781,-0.588059,-0.489326,-0.417121,-0.383102,-0.394888,-0.455337,-0.562289,-0.70874,-0.883431,-1.07185,-1.25758,-1.42396,-1.55584,-1.64122,-1.67255,-1.64743,-1.56862,-1.44335,-1.2822,-1.09768,-0.903005,-0.711125,-0.534123,-0.382933,-0.267098,-0.194326,-0.169701,-0.194561,-0.265286,-0.372414,-0.500537,-0.629336,-0.73583,-0.797615,-0.796506,-0.721854,-0.572767,-0.358699,-0.098201
0,0.805784,0.0606922,0.0675285,0.331019,0.446992,0.548889,0.629988,0.685353,0.712214,0.710085,0.68068,0.627721,0.556715,0.474757,0.39032,0.312963,0.252845,0.219954,0.223033,0.268297,0.358135,0.490082,0.656334,0.844044,1.03647,1.2149,1.36106,1.45964,1.50048,1.48006,1.40195,1.27629,1.11823,0.945757,0.777267,0.629167,0.513993,0.439182,0.406639,0.413056,0.450821,0.509331,0.576453,0.639933,0.688583,0.713161,0.706914,0.665824,0.588634,0.476724,0.33392,0.166258,-0.018292,-0.210189,-0.398812,-0.573128,-0.722536,-0.837853,-0.912325,-0.942538,-0.929068,-0.876732,-0.794356,-0.694042,-0.589999,-0.497063,-0.4291,-0.397469,-0.409758,-0.468918,-0.572912,-0.714904,-0.883948,-1.06611,-1.24587,-1.40765,-1.53731,-1.62347,-1.65845,-1.6389,-1.56596,-1.44503,-1.28524,-1.09868,-0.899377,-0.702261,-0.522006,-0.371852,-0.262452,-0.20078,-0.189252,-0.225162,-0.300599,-0.402952,-0.516069,-0.621977,-0.703013,-0.744066,-0.734583,-0.670016,-0.552439,-0.390223,-0.196824
0,1.33191,0.0692659,0.0667633,0.315372,0.443633,0.55367,0.638572,0.694027,0.718516,0.713097,0.680919,0.626666,0.556117,0.475931,0.393633,0.317671,0.257313,0.222203,0.221427,0.26216,0.348102,0.47806,0.645082,0.836482,1.03491,1.22043,1.37322,1.4765,1.51911,1.49718,1.4147,1.2828,1.11797,0.939564,0.767023,0.617328,0.503018,0.431045,0.402496,0.413124,0.454475,0.515353,0.583375,0.646381,0.693562,0.716216,0.708162,0.665845,0.588264,0.476801,0.335037,0.168585,-0.0150732,-0.206819,-0.396278,-0.572413,-0.724362,-0.842476,-0.91944,-0.951312,-0.938291,-0.885052,-0.800538,-0.697195,-0.589728,-0.493524,-0.422953,-0.389756,-0.401729,-0.461838,-0.567875,-0.712672,-0.884847,-1.06998,-1.25211,-1.41533,-1.54537,-1.63091,-1.6646,-1.64353,-1.56931,-1.44771,-1.28799,-1.10202,-0.903386,-0.706374,-0.525084,-0.372454,-0.259281,-0.19321,-0.177749,-0.211467,-0.287561,-0.393993,-0.51436,-0.629505,-0.719762,-0.767525,-0.759743,-0.689888,-0.559029,-0.375773,-0.155077
0,1.15719,0.0696002,0.0598736,0.29877,0.442686,0.563981,0.653256,0.705861,0.722164,0.706704,0.666561,0.609493,0.542471,0.471063,0.399797,0.333254,0.277303,0.239834,0.230449,0.258946,0.332885,0.45488,0.620486,0.817429,1.0266,1.22477,1.38839,1.49771,1.54021,1.51255,1.42081,1.27896,1.10617,0.923538,0.75096,0.604681,0.495755,0.429467,0.405565,0.419066,0.461393,0.521667,0.58801,0.648759,0.6935,0.713856,0.703956,0.660582,0.583043,0.47288,0.333542,0.170155,-0.0105772,-0.200395,-0.389574,-0.567265,-0.722223,-0.843939,-0.92404,-0.957687,-0.944647,-0.889749,-0.802584,-0.696458,-0.586822,-0.489438,-0.418609,-0.385686,-0.398002,-0.458243,-0.564252,-0.709203,-0.882143,-1.0689,-1.25336,-1.41901,-1.55069,-1.63629,-1.66806,-1.64341,-1.56497,-1.43995,-1.27898,-1.09469,-0.900422,-0.709187,-0.5331,-0.383064,-0.268538,-0.197101,-0.173655,-0.199284,-0.270051,-0.376154,-0.501929,-0.627036,-0.728905,-0.786102,-0.78202,-0.708053,-0.565494,-0.365655,-0.128117
0,1.09023,0.0637056,0.0638971,0.31218,0.444044,0.556552,0.642109,0.696344,0.718308,0.710061,0.675851,0.621187,0.552113,0.474895,0.396124,0.323078,0.264013,0.228056,0.224461,0.261205,0.343176,0.470378,0.636682,0.829605,1.03133,1.22093,1.37742,1.48302,1.52599,1.5025,1.4171,1.28177,1.11394,0.933663,0.760709,0.611977,0.499601,0.429955,0.403556,0.415727,0.457788,0.518531,0.585724,0.64746,0.69322,0.714584,0.705606,0.6629,0.585539,0.474866,0.334303,0.169209,-0.013243,-0.204217,-0.39352,-0.57014,-0.723071,-0.842388,-0.920451,-0.953041,-0.940206,-0.886631,-0.801406,-0.697203,-0.588941,-0.492153,-0.421257,-0.38796,-0.39999,-0.460259,-0.566548,-0.711713,-0.884392,-1.07013,-1.25286,-1.41648,-1.54654,-1.63159,-1.6643,-1.64198,-1.5666,-1.44434,-1.28477,-1.09985,-0.902947,-0.707868,-0.52809,-0.375994,-0.262088,-0.194125,-0.176131,-0.207464,-0.282135,-0.38867,-0.51076,-0.628796,-0.722221,-0.772366,-0.765296,-0.694112,-0.560223,-0.373291,-0.149817
0,1.78884,0.0657807,0.0679058,0.304302,0.441297,0.556848,0.644269,0.699878,0.723024,0.71568,0.681761,0.626438,0.555632,0.475833,0.394192,0.318719,0.258342,0.22256,0.220566,0.259856,0.344576,0.473969,0.641381,0.834197,1.03488,1.22307,1.37842,1.48361,1.52708,1.50478,1.42077,1.28652,1.11898,0.938026,0.763559,0.61285,0.498525,0.427409,0.400311,0.41262,0.455526,0.517561,0.586199,0.64928,0.696114,0.718194,0.709547,0.666786,0.589001,0.47757,0.335986,0.169723,-0.0138905,-0.205859,-0.395866,-0.572851,-0.72585,-0.845052,-0.922951,-0.955423,-0.942534,-0.888898,-0.803484,-0.698852,-0.589887,-0.492198,-0.420383,-0.386382,-0.398119,-0.458606,-0.565579,-0.711727,-0.885453,-1.07209,-1.25545,-1.41945,-1.54974,-1.63506,-1.66816,-1.64636,-1.57149,-1.44949,-1.28969,-1.1039,-0.905512,-0.708537,-0.526803,-0.373074,-0.258158,-0.189947,-0.172417,-0.204746,-0.28074,-0.388794,-0.51258,-0.63255,-0.72813,-0.780368,-0.774608,-0.702723,-0.564487,-0.367793,-0.127652
0,1.69075,0.0670925,0.0578721,0.267359,0.438076,0.578267,0.676003,0.726757,0.733628,0.70567,0.654866,0.592752,0.527814,0.464489,0.404048,0.346899,0.295335,0.255528,0.237809,0.25486,0.318235,0.434232,0.600502,0.804594,1.02508,1.23512,1.40759,1.52035,1.56038,1.52575,1.42515,1.27538,1.09767,0.913837,0.743147,0.600344,0.494822,0.430701,0.407403,0.420396,0.461965,0.522014,0.58899,0.650982,0.696928,0.717765,0.70727,0.662406,0.583141,0.471841,0.332552,0.170443,-0.00837026,-0.196624,-0.385574,-0.564878,-0.723055,-0.848652,-0.932,-0.967124,-0.953272,-0.895579,-0.804628,-0.694997,-0.583171,-0.485325,-0.41544,-0.384016,-0.397426,-0.457744,-0.562826,-0.706488,-0.878764,-1.06636,-1.25347,-1.42315,-1.55909,-1.64771,-1.68006,-1.65307,-1.56994,-1.43935,-1.27382,-1.08764,-0.894905,-0.708115,-0.537672,-0.392114,-0.278726,-0.203973,-0.17327,-0.189878,-0.253107,-0.356415,-0.486202,-0.622045,-0.738811,-0.810475,-0.814963,-0.738844,-0.580664,-0.35196,-0.0755932
0,0.957717,0.0780482,0.0628937,0.323296,0.4464,0.553106,0.635813,0.68967,0.71292,0.706691,0.674392,0.620965,0.552258,0.474693,0.395273,0.321768,0.262829,0.227742,0.225622,0.264052,0.347382,0.475097,0.640735,0.831767,1.03065,1.21699,1.37045,1.47389,1.51602,1.49315,1.40968,1.27717,1.11249,0.935082,0.764252,0.616613,0.504248,0.433698,0.405793,0.41623,0.456682,0.516197,0.582673,0.6442,0.690149,0.711927,0.70341,0.661069,0.583908,0.473279,0.332692,0.167634,-0.0145838,-0.205027,-0.393469,-0.568953,-0.720603,-0.838685,-0.915766,-0.94781,-0.934987,-0.882014,-0.797921,-0.695231,-0.588659,-0.493502,-0.42395,-0.391525,-0.403828,-0.463727,-0.569043,-0.712757,-0.883698,-1.06766,-1.24879,-1.41124,-1.54066,-1.62567,-1.65882,-1.63726,-1.56273,-1.44119,-1.28209,-1.0974,-0.900619,-0.705801,-0.526685,-0.375832,-0.263741,-0.197918,-0.181907,-0.21444,-0.288917,-0.393457,-0.511733,-0.624628,-0.712595,-0.758391,-0.749691,-0.681101,-0.555105,-0.381757,-0.177127
0,1.30913,0.0600928,0.0660598,0.308343,0.442671,0.556619,0.643091,0.69808,0.720773,0.713138,0.679199,0.624241,0.554224,0.475538,0.395106,0.320642,0.260803,0.22494,0.222271,0.260494,0.344058,0.472519,0.639444,0.832274,1.03336,1.22212,1.37793,1.48329,1.52656,1.50377,1.41919,1.28449,1.11684,0.936176,0.762362,0.612514,0.499047,0.428591,0.401819,0.41408,0.456613,0.51806,0.586026,0.648473,0.694799,0.716545,0.707756,0.665042,0.587476,0.476407,0.335287,0.169532,-0.0135914,-0.20515,-0.394869,-0.571702,-0.724663,-0.843895,-0.921842,-0.954349,-0.941482,-0.887885,-0.802577,-0.698158,-0.589522,-0.49224,-0.420831,-0.387135,-0.398998,-0.45939,-0.566068,-0.711791,-0.885059,-1.0713,-1.25436,-1.41818,-1.54834,-1.63353,-1.66647,-1.64446,-1.56939,-1.4473,-1.28761,-1.10218,-0.904401,-0.708209,-0.527296,-0.374278,-0.259847,-0.191831,-0.17421,-0.206212,-0.28169,-0.389064,-0.511995,-0.630916,-0.725298,-0.776378,-0.769897,-0.698355,-0.562325,-0.370537,-0.138692
0,1.40042,0.0785473,0.0566474,0.280274,0.439703,0.572934,0.667969,0.719441,0.729101,0.704515,0.656401,0.595537,0.53026,0.465422,0.403049,0.344367,0.292276,0.253157,0.237105,0.256228,0.321364,0.43819,0.604023,0.80646,1.02447,1.23184,1.4021,1.5136,1.55356,1.51995,1.42112,1.2734,1.09754,0.915021,0.744983,0.602217,0.496299,0.431574,0.40765,0.420104,0.461252,0.520978,0.587701,0.649499,0.695324,0.716128,0.705689,0.660948,0.581828,0.470662,0.331489,0.16951,-0.00909064,-0.196981,-0.385376,-0.563954,-0.721315,-0.846147,-0.928932,-0.963823,-0.950131,-0.892968,-0.802811,-0.69408,-0.583097,-0.485914,-0.416454,-0.385231,-0.398668,-0.458883,-0.563741,-0.707019,-0.878692,-1.06543,-1.25147,-1.42001,-1.55494,-1.64295,-1.67525,-1.64883,-1.56678,-1.43749,-1.27313,-1.08767,-0.895026,-0.707756,-0.536554,-0.390405,-0.277043,-0.203204,-0.174251,-0.193007,-0.258034,-0.36193,-0.490408,-0.622844,-0.734606,-0.800945,-0.801693,-0.725607,-0.573216,-0.357318,-0.100909
0,0.472269,0.052458,0.0666775,0.343478,0.450985,0.54676,0.624146,0.677917,0.704755,0.703526,0.675346,0.623524,0.553406,0.472165,0.388509,0.312261,0.253738,0.222878,0.228138,0.275257,0.366077,0.497663,0.661972,0.846245,1.03417,1.20775,1.34954,1.44504,1.48467,1.46513,1.38985,1.26844,1.11529,0.947555,0.782872,0.637119,0.522606,0.446864,0.412166,0.415732,0.450525,0.506445,0.571701,0.634177,0.68263,0.707612,0.702092,0.661785,0.585243,0.473776,0.331269,0.163915,-0.0201208,-0.211123,-0.398384,-0.570913,-0.718287,-0.831604,-0.904451,-0.933735,-0.920264,-0.868948,-0.788531,-0.690876,-0.589823,-0.499782,-0.434194,-0.404081,-0.416818,-0.475314,-0.577652,-0.717253,-0.883519,-1.06289,-1.24017,-1.40005,-1.52849,-1.61411,-1.64912,-1.62999,-1.55771,-1.43758,-1.27873,-1.09334,-0.895596,-0.700554,-0.522924,-0.375803,-0.269479,-0.210379,-0.200264,-0.235817,-0.308733,-0.406395,-0.51313,-0.611955,-0.686621,-0.723653,-0.7141,-0.654687,-0.548179,-0.402888,-0.231411
0,1.52119,0.0533777,0.0701698,0.308035,0.440845,0.553849,0.640711,0.697542,0.723004,0.718112,0.685844,0.630733,0.558567,0.476236,0.391699,0.313925,0.252641,0.217731,0.218219,0.26093,0.34903,0.480771,0.648797,0.840285,1.03804,1.2225,1.37429,1.47704,1.51975,1.49851,1.41703,1.28605,1.1217,0.943108,0.769699,0.618627,0.502745,0.429361,0.399863,0.410184,0.451896,0.513694,0.582991,0.647385,0.695833,0.719448,0.711922,0.66965,0.591646,0.479372,0.336537,0.168917,-0.0158384,-0.20847,-0.398513,-0.574913,-0.726857,-0.844792,-0.921511,-0.95315,-0.93994,-0.886531,-0.801808,-0.698157,-0.590258,-0.493528,-0.422423,-0.388798,-0.400551,-0.460707,-0.567053,-0.712356,-0.885139,-1.07089,-1.2536,-1.41735,-1.54789,-1.63396,-1.66818,-1.64758,-1.57365,-1.45204,-1.29186,-1.10499,-0.905052,-0.706536,-0.523778,-0.369954,-0.25604,-0.18975,-0.174563,-0.208961,-0.286052,-0.393761,-0.515696,-0.632712,-0.725042,-0.774735,-0.76805,-0.697405,-0.562547,-0.370702,-0.135686
0,0.803784,0.0643136,0.0645904,0.327059,0.446782,0.551134,0.632941,0.687353,0.712189,0.707862,0.677012,0.624001,0.554479,0.475121,0.393548,0.318305,0.258716,0.224396,0.224329,0.265532,0.351531,0.48099,0.646886,0.836564,1.03283,1.216,1.36659,1.46818,1.50992,1.48815,1.40686,1.27704,1.11485,0.939202,0.769094,0.621126,0.507612,0.435462,0.405911,0.414992,0.454595,0.513846,0.580598,0.642807,0.689656,0.712349,0.704565,0.662621,0.585433,0.474357,0.333002,0.167044,-0.0159737,-0.206895,-0.395348,-0.570347,-0.721129,-0.838174,-0.914309,-0.945733,-0.932753,-0.880103,-0.796707,-0.694913,-0.58924,-0.49483,-0.425785,-0.3936,-0.405899,-0.465584,-0.570509,-0.713682,-0.883972,-1.06724,-1.24776,-1.40979,-1.53914,-1.62446,-1.65828,-1.63757,-1.56381,-1.4427,-1.2835,-1.09817,-0.900376,-0.704528,-0.524775,-0.374014,-0.262871,-0.198685,-0.184561,-0.218624,-0.293687,-0.397508,-0.513772,-0.6238,-0.708824,-0.752513,-0.743335,-0.676308,-0.553803,-0.385215,-0.185544
0,0.679112,0.0662934,0.0561393,0.30691,0.443928,0.561653,0.649459,0.701478,0.717268,0.70115,0.660492,0.603568,0.537742,0.468587,0.400176,0.336316,0.28208,0.244848,0.234204,0.260424,0.331848,0.451862,0.616484,0.813425,1.02313,1.22169,1.38501,1.49314,1.53383,1.50442,1.41172,1.27029,1.09938,0.919691,0.750373,0.606811,0.499406,0.433202,0.408155,0.419821,0.460266,0.519129,0.584761,0.645412,0.690358,0.710866,0.700836,0.657057,0.579079,0.468798,0.32997,0.167822,-0.0111127,-0.198959,-0.386441,-0.563039,-0.717593,-0.839421,-0.919824,-0.953661,-0.940576,-0.885513,-0.798357,-0.692735,-0.584263,-0.488604,-0.419693,-0.388361,-0.401447,-0.461356,-0.565957,-0.708754,-0.879317,-1.06401,-1.24709,-1.41217,-1.54393,-1.62991,-1.66199,-1.63735,-1.55862,-1.43325,-1.27224,-1.08857,-0.895748,-0.706678,-0.533116,-0.385453,-0.272653,-0.201976,-0.178255,-0.202743,-0.271793,-0.37586,-0.4994,-0.622075,-0.721342,-0.776074,-0.77048,-0.69737,-0.559907,-0.371312,-0.152536
0,1.69552,0.0675451,0.0606878,0.281175,0.440137,0.571109,0.664433,0.716284,0.728686,0.708227,0.663896,0.604747,0.538158,0.469198,0.401246,0.337509,0.282736,0.24431,0.232101,0.256835,0.327341,0.447423,0.61336,0.812916,1.02634,1.22928,1.39695,1.50865,1.55136,1.52189,1.42694,1.28138,1.10525,0.920303,0.746689,0.600556,0.49261,0.427694,0.40517,0.419806,0.46293,0.52368,0.590245,0.651028,0.695663,0.715808,0.705639,0.662007,0.584299,0.474105,0.334863,0.171604,-0.00913088,-0.199257,-0.389165,-0.567997,-0.724353,-0.84745,-0.928602,-0.962714,-0.949437,-0.89366,-0.805181,-0.697595,-0.586621,-0.488199,-0.416689,-0.383402,-0.395594,-0.455913,-0.562233,-0.707819,-0.881814,-1.07006,-1.2563,-1.42374,-1.55683,-1.64308,-1.67453,-1.64861,-1.5683,-1.44133,-1.27893,-1.09414,-0.900398,-0.71042,-0.535677,-0.3863,-0.271121,-0.197513,-0.170753,-0.192868,-0.261204,-0.367202,-0.495953,-0.627008,-0.736634,-0.801283,-0.80164,-0.72637,-0.574661,-0.356889,-0.0931799
0,0.702498,0.0728389,0.0665059,0.340706,0.450083,0.54723,0.625432,0.679514,0.706295,0.704817,0.676366,0.624366,0.554196,0.472974,0.389299,0.312875,0.253936,0.222422,0.226887,0.273245,0.363551,0.495059,0.659834,0.8451,1.03441,1.20951,1.35269,1.44915,1.48913,1.46927,1.39306,1.27031,1.11565,0.946534,0.780807,0.634498,0.519957,0.444655,0.410724,0.415202,0.450874,0.50749,0.573173,0.635789,0.684136,0.708856,0.703022,0.662443,0.585736,0.474229,0.331775,0.164501,-0.0195114,-0.210623,-0.398171,-0.57116,-0.719116,-0.833043,-0.906414,-0.936025,-0.922607,-0.871035,-0.790081,-0.691681,-0.589788,-0.498939,-0.432697,-0.402175,-0.414803,-0.473494,-0.576291,-0.716541,-0.883548,-1.06365,-1.24156,-1.4019,-1.53061,-1.61631,-1.65125,-1.63197,-1.5595,-1.43919,-1.28016,-1.09455,-0.896495,-0.700995,-0.522728,-0.374821,-0.26766,-0.207832,-0.197295,-0.232913,-0.306496,-0.40542,-0.513861,-0.614545,-0.690825,-0.728799,-0.719134,-0.658304,-0.549013,-0.399721,-0.223368
0,1.11145,0.0636375,0.0681547,0.322162,0.444535,0.550784,0.634225,0.69025,0.716613,0.71342,0.682909,0.629149,0.557768,0.475758,0.391344,0.313798,0.253071,0.219104,0.220794,0.264678,0.353555,0.485331,0.652434,0.842019,1.0371,1.21852,1.36744,1.46802,1.50969,1.48876,1.40891,1.28062,1.11952,0.944173,0.773444,0.624073,0.508709,0.434693,0.403661,0.411934,0.451521,0.511501,0.579551,0.643365,0.691842,0.715914,0.709044,0.667408,0.589873,0.47785,0.335101,0.167529,-0.0170589,-0.209263,-0.39854,-0.573845,-0.724469,-0.841043,-0.916589,-0.947475,-0.934115,-0.881255,-0.797762,-0.695883,-0.590056,-0.495386,-0.426004,-0.393486,-0.405547,-0.465163,-0.570215,-0.71369,-0.884411,-1.06819,-1.2493,-1.41201,-1.54212,-1.62829,-1.66297,-1.64297,-1.56958,-1.44831,-1.28829,-1.1015,-0.901813,-0.703972,-0.522516,-0.37068,-0.259282,-0.195646,-0.182663,-0.218132,-0.294543,-0.399449,-0.516505,-0.627156,-0.712794,-0.757121,-0.748345,-0.680841,-0.55598,-0.381969,-0.172703
0,0.861513,0.0783757,0.0584921,0.313257,0.445149,0.558556,0.64417,0.696684,0.715268,0.703046,0.665818,0.610484,0.543732,0.471408,0.398709,0.33101,0.274814,0.238273,0.230797,0.261606,0.337477,0.460292,0.625153,0.819756,1.0254,1.21959,1.37965,1.48659,1.52836,1.50172,1.41244,1.27389,1.10456,0.924886,0.75432,0.608917,0.499798,0.432505,0.407141,0.419074,0.460008,0.519238,0.584947,0.645441,0.690217,0.710777,0.701137,0.657991,0.580612,0.470561,0.331359,0.168238,-0.0119889,-0.200991,-0.389038,-0.565363,-0.718877,-0.839282,-0.918421,-0.951631,-0.938771,-0.884662,-0.798781,-0.694252,-0.586305,-0.490488,-0.420919,-0.388817,-0.401429,-0.461404,-0.566586,-0.710195,-0.881388,-1.06617,-1.24866,-1.41262,-1.54317,-1.62836,-1.66048,-1.63681,-1.55973,-1.43609,-1.27621,-1.09253,-0.898425,-0.707145,-0.531188,-0.381844,-0.2688,-0.199561,-0.178594,-0.206242,-0.277695,-0.382417,-0.504434,-0.623757,-0.71892,-0.770263,-0.763339,-0.691667,-0.558159,-0.374812,-0.160706
0,1.0998,0.0710255,0.0635224,0.315347,0.444713,0.5556,0.640377,0.694515,0.716826,0.709118,0.675417,0.621092,0.55214,0.474868,0.395966,0.322828,0.263801,0.228047,0.224787,0.261908,0.344177,0.47148,0.637612,0.830079,1.03112,1.21994,1.37569,1.48074,1.52348,1.50011,1.41515,1.28052,1.11347,0.93394,0.761556,0.613139,0.500799,0.430945,0.40417,0.415892,0.457527,0.51794,0.584935,0.646608,0.692409,0.713873,0.705007,0.662391,0.58508,0.474423,0.333866,0.168799,-0.0135725,-0.204393,-0.393465,-0.569794,-0.722406,-0.84142,-0.919244,-0.9517,-0.938866,-0.885436,-0.800491,-0.696668,-0.588839,-0.492479,-0.421943,-0.388885,-0.400994,-0.461168,-0.567198,-0.711974,-0.884189,-1.06946,-1.25177,-1.4151,-1.54499,-1.63004,-1.66288,-1.64075,-1.56558,-1.4435,-1.28404,-1.09918,-0.902312,-0.707306,-0.527707,-0.375938,-0.262507,-0.195105,-0.177636,-0.209299,-0.283943,-0.389982,-0.511083,-0.627755,-0.719693,-0.76861,-0.761018,-0.690466,-0.55871,-0.375588,-0.157547
0,1.55498,0.0837697,0.0647765,0.311367,0.443628,0.556325,0.642078,0.696636,0.719043,0.711244,0.677316,0.62262,0.553147,0.47523,0.395642,0.321898,0.26247,0.226601,0.223521,0.261053,0.343848,0.471668,0.638222,0.830987,1.03224,1.22126,1.37725,1.4826,1.52566,1.50254,1.41763,1.28276,1.1152,0.934916,0.761696,0.61252,0.49965,0.429584,0.402928,0.415037,0.457213,0.518196,0.585688,0.647726,0.693748,0.71531,0.70645,0.663771,0.586337,0.475493,0.334676,0.169277,-0.0134776,-0.204698,-0.39415,-0.570805,-0.723673,-0.842873,-0.920817,-0.95333,-0.940477,-0.886929,-0.801737,-0.697532,-0.589205,-0.492293,-0.421245,-0.38782,-0.39979,-0.460093,-0.566502,-0.711835,-0.884678,-1.07054,-1.25332,-1.41696,-1.54703,-1.63214,-1.66499,-1.64287,-1.56769,-1.44555,-1.28595,-1.1008,-0.903478,-0.707881,-0.527605,-0.375157,-0.261133,-0.193308,-0.175651,-0.207411,-0.282475,-0.38928,-0.511491,-0.629546,-0.722975,-0.773176,-0.7662,-0.695007,-0.560734,-0.372676,-0.146971
0,1.22052,0.0621915,0.0563699,0.273615,0.438632,0.575877,0.672778,0.723949,0.731684,0.704485,0.654109,0.592137,0.527242,0.464044,0.403889,0.34713,0.295923,0.256299,0.238524,0.255319,0.318358,0.434071,0.600179,0.804194,1.02456,1.2343,1.40621,1.51819,1.55744,1.52229,1.42169,1.27252,1.09592,0.913431,0.743956,0.60192,0.496552,0.432007,0.407914,0.420038,0.460938,0.52068,0.587721,0.650018,0.696306,0.71733,0.706763,0.661597,0.581941,0.470366,0.331093,0.169363,-0.00877386,-0.196235,-0.384495,-0.563379,-0.721452,-0.847178,-0.930727,-0.965968,-0.952081,-0.894252,-0.803201,-0.69366,-0.582202,-0.484975,-0.41582,-0.385034,-0.398798,-0.45907,-0.563703,-0.706619,-0.878026,-1.06482,-1.25134,-1.42071,-1.55661,-1.64539,-1.67797,-1.65121,-1.56824,-1.43775,-1.27231,-1.08627,-0.893746,-0.707266,-0.537209,-0.392079,-0.279131,-0.204807,-0.174506,-0.191444,-0.254838,-0.357992,-0.487113,-0.621632,-0.736438,-0.80584,-0.808497,-0.732095,-0.57652,-0.354563,-0.0898933
0,0.99371,0.0443971,0.0757224,0.323323,0.442828,0.548058,0.63261,0.69138,0.721008,0.720238,0.690148,0.634257,0.558487,0.470939,0.381476,0.301055,0.240834,0.211073,0.219929,0.272286,0.36879,0.505283,0.672787,0.858126,1.04517,1.21659,1.35591,1.44953,1.48853,1.46976,1.39632,1.27714,1.12574,0.958531,0.792715,0.644162,0.525617,0.445377,0.406624,0.407428,0.441357,0.498536,0.566989,0.634044,0.687637,0.717403,0.71546,0.676894,0.59996,0.486051,0.339481,0.167128,-0.0220376,-0.217539,-0.40809,-0.582396,-0.730037,-0.842382,-0.913454,-0.940644,-0.925178,-0.872231,-0.790637,-0.692192,-0.59058,-0.500035,-0.433881,-0.403112,-0.415188,-0.473182,-0.575387,-0.715429,-0.882862,-1.06418,-1.24414,-1.4072,-1.53904,-1.62781,-1.66526,-1.64743,-1.57494,-1.45299,-1.29083,-1.10101,-0.898307,-0.698481,-0.516888,-0.367114,-0.25969,-0.201018,-0.192634,-0.230904,-0.307227,-0.408782,-0.519768,-0.623038,-0.70195,-0.742219,-0.733533,-0.670714,-0.554278,-0.390299,-0.189619
