# stan_version_major = 2
# stan_version_minor = 9
# stan_version_patch = 0
# model = stan_model_model
# method = variational
#   variational
#     algorithm = meanfield (Default)
#       meanfield
#     iter = 10000 (Default)
#     grad_samples = 1 (Default)
#     elbo_samples = 100 (Default)
#     eta = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       iter = 50 (Default)
#     tol_rel_obj = 0.01 (Default)
#     eval_elbo = 100 (Default)
#     output_samples = 1000 (Default)
# id = 0 (Default)
# data
#   file = .input.data.R
# init = 2 (Default)
# random
#   seed = 1460203626
# output
#   file = stan_out_variational.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,alpha,delta,dx,t.1,t.2,t.3,t.4,t.5,t.6,t.7,t.8,t.9,t.10,t.11,t.12,t.13,t.14,t.15,t.16,t.17,t.18,t.19,t.20,t.21,t.22,t.23,t.24,t.25,t.26,t.27,t.28,t.29,t.30,t.31,t.32,t.33,t.34,t.35,t.36,t.37,t.38,t.39,t.40,t.41,t.42,t.43,t.44,t.45,t.46,t.47,t.48,t.49,t.50,t.51,t.52,t.53,t.54,t.55,t.56,t.57,t.58,t.59,t.60,t.61,t.62,t.63,t.64,t.65,t.66,t.67,t.68,t.69,t.70,t.71,t.72,t.73,t.74,t.75,t.76,t.77,t.78,t.79,t.80,t.81,t.82,t.83,t.84,t.85,t.86,t.87,t.88,t.89,t.90,t.91,t.92,t.93,t.94,t.95,t.96,t.97,t.98,t.99,t.100
# Stepsize adaptation complete.
# eta = 1
0,1.34833,0.0618936,0.0692085,0.316068,0.442783,0.551915,0.636922,0.693471,0.719654,0.715902,0.684719,0.630343,0.55847,0.476085,0.391355,0.31349,0.252399,0.218028,0.219325,0.262916,0.351697,0.483667,0.651297,0.84173,1.0379,1.2205,1.37053,1.47193,1.51402,1.49299,1.41253,1.28319,1.12079,0.94409,0.772185,0.621991,0.506265,0.432363,0.401851,0.410912,0.451386,0.512194,0.580887,0.645098,0.693721,0.717739,0.710686,0.668815,0.591052,0.478836,0.33592,0.168178,-0.0166284,-0.209136,-0.398821,-0.574628,-0.725807,-0.842923,-0.918913,-0.950062,-0.936716,-0.883586,-0.799547,-0.6969,-0.590181,-0.494625,-0.424496,-0.39149,-0.403403,-0.463234,-0.568828,-0.713082,-0.884695,-1.06935,-1.25119,-1.41442,-1.54482,-1.63107,-1.66566,-1.64549,-1.57191,-1.45046,-1.29027,-1.10328,-0.903268,-0.704917,-0.522721,-0.36993,-0.257449,-0.192773,-0.179021,-0.214244,-0.291149,-0.397403,-0.516614,-0.629967,-0.718374,-0.764862,-0.756838,-0.687872,-0.558652,-0.376961,-0.156639
0,2.67913,0.0526359,0.0758635,0.298162,0.436315,0.553055,0.642801,0.702039,0.729399,0.725585,0.69318,0.636497,0.561443,0.475431,0.387243,0.306763,0.244451,0.210511,0.21376,0.260327,0.35238,0.487158,0.656564,0.847509,1.04308,1.22443,1.37316,1.47375,1.51582,1.49556,1.41634,1.2882,1.12646,0.949482,0.776261,0.623893,0.505561,0.429172,0.396827,0.405101,0.445999,0.508354,0.579416,0.646377,0.697644,0.723758,0.717934,0.676274,0.597723,0.483901,0.338861,0.168825,-0.018105,-0.2123,-0.403086,-0.579386,-0.730545,-0.847291,-0.922741,-0.953324,-0.939457,-0.885847,-0.80131,-0.698082,-0.590658,-0.494298,-0.423356,-0.389656,-0.40113,-0.460876,-0.566775,-0.711697,-0.88426,-1.07005,-1.25312,-1.41759,-1.5492,-1.63657,-1.67214,-1.65267,-1.57938,-1.45769,-1.29665,-1.1082,-0.906238,-0.705612,-0.521057,-0.366067,-0.251758,-0.185796,-0.171453,-0.206949,-0.285193,-0.394066,-0.517298,-0.635947,-0.730345,-0.782308,-0.777323,-0.7064,-0.567298,-0.36494,-0.110924
0,1.37216,0.0493288,0.063335,0.287456,0.440605,0.566931,0.658199,0.711048,0.726899,0.7109,0.670276,0.612631,0.544707,0.471986,0.399154,0.331149,0.274252,0.236633,0.227918,0.257653,0.332974,0.456078,0.62228,0.819344,1.02844,1.22672,1.39092,1.50136,1.54524,1.51878,1.42753,1.28513,1.11071,0.92569,0.750561,0.602202,0.492153,0.425885,0.402991,0.41807,0.462033,0.523574,0.590598,0.651476,0.696013,0.716114,0.706117,0.662856,0.58552,0.475432,0.335832,0.171755,-0.0100286,-0.201052,-0.391335,-0.569827,-0.725217,-0.847069,-0.927173,-0.960837,-0.947875,-0.893032,-0.805709,-0.699029,-0.588361,-0.489565,-0.417221,-0.383062,-0.394778,-0.45527,-0.562364,-0.708992,-0.88381,-1.07223,-1.25781,-1.42395,-1.55556,-1.64078,-1.67213,-1.64725,-1.56881,-1.44394,-1.28305,-1.09854,-0.903594,-0.711218,-0.533661,-0.382051,-0.266094,-0.193566,-0.169489,-0.195027,-0.266322,-0.373702,-0.50165,-0.629889,-0.735631,-0.796743,-0.795306,-0.720818,-0.57235,-0.359109,-0.0992483
0,1.79373,0.0733141,0.0761244,0.320806,0.441834,0.548165,0.633429,0.69258,0.722335,0.721511,0.691252,0.635125,0.559082,0.471242,0.381476,0.300753,0.240244,0.210234,0.21891,0.271189,0.367743,0.504431,0.672271,0.858057,1.04561,1.21755,1.35731,1.45124,1.49035,1.4715,1.39777,1.27814,1.12619,0.958427,0.792113,0.643192,0.524453,0.444207,0.405622,0.406726,0.44103,0.498599,0.567402,0.634725,0.688488,0.718322,0.716359,0.677709,0.600654,0.486605,0.339888,0.167386,-0.0219353,-0.217606,-0.408342,-0.582847,-0.730689,-0.843217,-0.914426,-0.941681,-0.926187,-0.873107,-0.791283,-0.692531,-0.590571,-0.499681,-0.433233,-0.402261,-0.414251,-0.472287,-0.574653,-0.71495,-0.882697,-1.06435,-1.24463,-1.40797,-1.54002,-1.62895,-1.6665,-1.64871,-1.57621,-1.45419,-1.2919,-1.10186,-0.898853,-0.698623,-0.516548,-0.366255,-0.258339,-0.199287,-0.190727,-0.229105,-0.305872,-0.408207,-0.520239,-0.624682,-0.704683,-0.745692,-0.737108,-0.673481,-0.555102,-0.387917,-0.182759
0,0.63308,0.0603789,0.0663231,0.337355,0.449071,0.547898,0.62706,0.681451,0.708075,0.706211,0.677371,0.625135,0.554925,0.473793,0.390192,0.31366,0.254316,0.222084,0.225624,0.27106,0.360707,0.492056,0.65731,0.843691,1.03459,1.21146,1.35625,1.45384,1.49424,1.474,1.39672,1.27241,1.11602,0.945305,0.778397,0.631483,0.516951,0.442192,0.409168,0.414704,0.451372,0.50876,0.574892,0.637623,0.685807,0.710193,0.703978,0.663086,0.586204,0.474677,0.332318,0.165171,-0.0187827,-0.209996,-0.39786,-0.571376,-0.720006,-0.834645,-0.90863,-0.938629,-0.925278,-0.873419,-0.79185,-0.692597,-0.589744,-0.497974,-0.430989,-0.400009,-0.412522,-0.471447,-0.574782,-0.715783,-0.883642,-1.06457,-1.2432,-1.40404,-1.53302,-1.61876,-1.65358,-1.63409,-1.56139,-1.44087,-1.28167,-1.09589,-0.897567,-0.701629,-0.5227,-0.373918,-0.265775,-0.205044,-0.19392,-0.229503,-0.303759,-0.404085,-0.514498,-0.617388,-0.695636,-0.734812,-0.725108,-0.662671,-0.5501,-0.396016,-0.213758
0,1.63466,0.0724117,0.0609531,0.287888,0.44101,0.568065,0.659752,0.712074,0.726413,0.708426,0.66615,0.607942,0.540926,0.470415,0.400414,0.334911,0.279316,0.241329,0.230685,0.257582,0.330113,0.451394,0.617292,0.815567,1.02686,1.22747,1.3933,1.5041,1.54706,1.51877,1.42552,1.28164,1.10675,0.922354,0.74864,0.601955,0.493288,0.427737,0.404807,0.419279,0.462399,0.523194,0.589776,0.650532,0.695137,0.715306,0.705245,0.661782,0.584231,0.474096,0.334766,0.171289,-0.00969398,-0.19996,-0.389776,-0.568237,-0.724,-0.846438,-0.927061,-0.960942,-0.947803,-0.892483,-0.80463,-0.697648,-0.5871,-0.488859,-0.417321,-0.383914,-0.396018,-0.456357,-0.562784,-0.708463,-0.882391,-1.0703,-1.25592,-1.42257,-1.55492,-1.64073,-1.67222,-1.64687,-1.5675,-1.44156,-1.27993,-1.09537,-0.901223,-0.710338,-0.53454,-0.38441,-0.269171,-0.196369,-0.17114,-0.195061,-0.264839,-0.371288,-0.49911,-0.627886,-0.7344,-0.796023,-0.794557,-0.719698,-0.571299,-0.35984,-0.104935
0,0.859904,0.0721936,0.0701559,0.33892,0.449168,0.547207,0.626525,0.681902,0.709889,0.709139,0.680581,0.627468,0.555302,0.471627,0.385674,0.307813,0.248778,0.218669,0.225789,0.275438,0.368849,0.502473,0.667819,0.851962,1.03875,1.2106,1.35064,1.44489,1.48411,1.46512,1.39114,1.27138,1.11974,0.952935,0.788312,0.641692,0.525555,0.447782,0.41108,0.413092,0.447098,0.503147,0.569411,0.633562,0.684021,0.710945,0.706928,0.667397,0.590757,0.478341,0.334209,0.16485,-0.0212148,-0.213936,-0.402357,-0.575368,-0.722575,-0.835233,-0.907157,-0.935499,-0.921267,-0.869481,-0.788901,-0.691318,-0.590456,-0.500596,-0.435087,-0.404908,-0.417452,-0.475693,-0.577813,-0.717338,-0.883763,-1.06359,-1.24164,-1.40253,-1.53216,-1.61894,-1.65489,-1.63629,-1.56396,-1.44312,-1.28298,-1.09587,-0.896273,-0.699582,-0.520798,-0.373204,-0.267116,-0.208819,-0.199814,-0.236488,-0.310298,-0.408517,-0.51552,-0.614492,-0.689359,-0.726717,-0.71745,-0.65783,-0.549904,-0.401116,-0.223237
0,1.35107,0.0650023,0.0575345,0.276269,0.439266,0.574446,0.670132,0.721423,0.730541,0.705405,0.656918,0.595875,0.530537,0.46565,0.403174,0.344328,0.292054,0.252795,0.23669,0.255854,0.321096,0.438056,0.604033,0.806638,1.02489,1.23261,1.40332,1.51533,1.55572,1.52233,1.4234,1.27521,1.09862,0.915258,0.744483,0.601256,0.495239,0.430753,0.407288,0.420259,0.461825,0.521777,0.588524,0.650205,0.695875,0.716586,0.706174,0.66157,0.582628,0.47158,0.332372,0.170167,-0.00882162,-0.197174,-0.385993,-0.564867,-0.722366,-0.847206,-0.929943,-0.964796,-0.951107,-0.893965,-0.803781,-0.69491,-0.583642,-0.486054,-0.416151,-0.384557,-0.397799,-0.458056,-0.563194,-0.706933,-0.879152,-1.06641,-1.25287,-1.42166,-1.55669,-1.64465,-1.67682,-1.65025,-1.56805,-1.43863,-1.27415,-1.08856,-0.895768,-0.708311,-0.53688,-0.390462,-0.276797,-0.202633,-0.17336,-0.191857,-0.256774,-0.360827,-0.489848,-0.623275,-0.736406,-0.804226,-0.806068,-0.729994,-0.575751,-0.355456,-0.0917291
0,1.22867,0.062541,0.0634753,0.304624,0.442932,0.559705,0.64708,0.700942,0.72104,0.710387,0.674173,0.618579,0.54989,0.474125,0.397266,0.325826,0.267413,0.230834,0.225465,0.259806,0.339503,0.465304,0.631582,0.825946,1.03025,1.2229,1.38214,1.4895,1.53287,1.50839,1.42094,1.28309,1.11284,0.930773,0.75693,0.608244,0.496664,0.428255,0.403194,0.416519,0.459373,0.520479,0.587638,0.649038,0.694291,0.715116,0.705695,0.662741,0.585379,0.474942,0.334776,0.170109,-0.0120421,-0.202986,-0.392613,-0.5699,-0.723731,-0.843995,-0.92284,-0.95587,-0.943037,-0.889032,-0.803049,-0.697916,-0.588721,-0.49113,-0.419642,-0.385997,-0.397923,-0.45833,-0.565,-0.710788,-0.884303,-1.07102,-1.25472,-1.41914,-1.54962,-1.63463,-1.66681,-1.64361,-1.56726,-1.44423,-1.28435,-1.09967,-0.903454,-0.709214,-0.530016,-0.377858,-0.263042,-0.193401,-0.173353,-0.202882,-0.27669,-0.383833,-0.508165,-0.629756,-0.727238,-0.780787,-0.775218,-0.702587,-0.563724,-0.368343,-0.133655
0,0.745539,0.0532481,0.063289,0.318935,0.445444,0.554437,0.638301,0.692359,0.715154,0.70817,0.675135,0.621214,0.552333,0.474859,0.395641,0.322261,0.263225,0.22776,0.22504,0.262806,0.34562,0.47317,0.639122,0.830959,1.03103,1.21871,1.37342,1.47774,1.52021,1.49709,1.41282,1.27915,1.11316,0.93456,0.762834,0.614717,0.502321,0.432121,0.404823,0.415972,0.457097,0.51714,0.58394,0.645583,0.691479,0.713105,0.704406,0.661913,0.584658,0.473993,0.333395,0.168299,-0.0140365,-0.204718,-0.393532,-0.569499,-0.721689,-0.840288,-0.917778,-0.950046,-0.937212,-0.883979,-0.799403,-0.69607,-0.588782,-0.492936,-0.422818,-0.390029,-0.402221,-0.462279,-0.568006,-0.712331,-0.884001,-1.06871,-1.25051,-1.41346,-1.54316,-1.6282,-1.6612,-1.63935,-1.56448,-1.44265,-1.28334,-1.09851,-0.90162,-0.706627,-0.527174,-0.375764,-0.262911,-0.19623,-0.17946,-0.211581,-0.286223,-0.391652,-0.511525,-0.626511,-0.71665,-0.764128,-0.755994,-0.686278,-0.557068,-0.378297,-0.166236
0,0.649462,0.0592631,0.0659767,0.335076,0.448474,0.548478,0.628242,0.682718,0.709068,0.706788,0.677601,0.625227,0.555127,0.474276,0.390971,0.314568,0.255048,0.222292,0.22504,0.269604,0.358543,0.489578,0.655061,0.84223,1.03435,1.21263,1.35871,1.4572,1.49792,1.47736,1.3992,1.27365,1.11592,0.944029,0.776311,0.629065,0.514685,0.440471,0.408228,0.414603,0.452002,0.50989,0.576241,0.638916,0.686838,0.710856,0.704282,0.663133,0.586151,0.474691,0.332523,0.165609,-0.0181653,-0.20934,-0.397358,-0.571226,-0.720355,-0.835549,-0.910031,-0.940361,-0.927099,-0.875055,-0.793054,-0.693191,-0.589651,-0.497229,-0.429728,-0.398441,-0.410893,-0.470002,-0.573728,-0.715262,-0.883714,-1.06521,-1.24428,-1.40541,-1.5345,-1.62018,-1.65482,-1.63511,-1.56221,-1.44158,-1.28236,-1.0966,-0.898282,-0.70222,-0.522963,-0.37363,-0.264767,-0.203288,-0.191588,-0.226974,-0.301568,-0.402813,-0.514624,-0.619138,-0.69887,-0.738983,-0.729304,-0.665744,-0.550862,-0.393445,-0.207188
0,0.787538,0.0635073,0.0648238,0.327925,0.446919,0.550774,0.632371,0.686842,0.711922,0.707901,0.677288,0.624355,0.554722,0.475107,0.393229,0.317756,0.258111,0.223957,0.224251,0.265914,0.352339,0.482056,0.647953,0.837355,1.03313,1.2157,1.36574,1.46697,1.50861,1.487,1.40611,1.2768,1.11512,0.939875,0.769991,0.622045,0.508372,0.435943,0.406066,0.414846,0.454227,0.513367,0.58012,0.642426,0.689431,0.712297,0.704659,0.662802,0.585622,0.474477,0.332998,0.166896,-0.0162428,-0.207222,-0.395647,-0.57053,-0.721127,-0.83796,-0.913904,-0.945201,-0.932187,-0.879602,-0.796357,-0.694766,-0.589312,-0.4951,-0.426203,-0.3941,-0.406408,-0.466035,-0.570844,-0.713857,-0.883965,-1.06705,-1.24742,-1.40937,-1.5387,-1.62408,-1.65802,-1.63745,-1.56381,-1.44277,-1.28356,-1.09813,-0.900206,-0.704248,-0.52447,-0.373811,-0.262903,-0.199044,-0.18525,-0.21954,-0.29463,-0.398223,-0.51402,-0.623434,-0.707847,-0.751108,-0.741845,-0.675176,-0.553479,-0.386057,-0.187735
0,1.81645,0.0550526,0.0644228,0.28346,0.439909,0.568008,0.659927,0.712759,0.728309,0.711975,0.671081,0.613217,0.545064,0.472063,0.39891,0.330606,0.273518,0.235879,0.22732,0.257333,0.332957,0.456297,0.622617,0.819697,1.02878,1.22711,1.3915,1.50227,1.54655,1.52042,1.4293,1.28673,1.11186,0.926179,0.750344,0.60141,0.491055,0.424801,0.402202,0.417741,0.462184,0.5241,0.591328,0.65224,0.696702,0.716699,0.706635,0.663368,0.586067,0.476001,0.336358,0.172142,-0.00986804,-0.201162,-0.391703,-0.570394,-0.725905,-0.847818,-0.927954,-0.961651,-0.94873,-0.893908,-0.806539,-0.699697,-0.588734,-0.489541,-0.416774,-0.382271,-0.393819,-0.454378,-0.561771,-0.708864,-0.884202,-1.07308,-1.25898,-1.42523,-1.55681,-1.64188,-1.67308,-1.64808,-1.56962,-1.44478,-1.28393,-1.09943,-0.904392,-0.711817,-0.533959,-0.381981,-0.265628,-0.192719,-0.168319,-0.193642,-0.264906,-0.372532,-0.501098,-0.630371,-0.737487,-0.800057,-0.79968,-0.725177,-0.574824,-0.357076,-0.089556
0,0.937795,0.0620827,0.0610313,0.308003,0.444012,0.559694,0.646447,0.699618,0.718774,0.707099,0.670184,0.614622,0.546905,0.472934,0.398241,0.328714,0.271371,0.234683,0.228066,0.260429,0.338049,0.462298,0.627956,0.822684,1.02803,1.2219,1.38198,1.48946,1.53219,1.50657,1.41794,1.27932,1.10905,0.927735,0.755215,0.608032,0.497725,0.430058,0.405102,0.417986,0.460072,0.520339,0.586779,0.647669,0.692604,0.713236,0.703687,0.660663,0.583345,0.473145,0.333465,0.169512,-0.0118047,-0.201957,-0.390998,-0.567999,-0.721835,-0.842287,-0.921348,-0.95449,-0.941623,-0.887501,-0.801458,-0.696472,-0.587711,-0.490802,-0.420084,-0.38707,-0.399277,-0.4595,-0.565556,-0.710466,-0.883084,-1.06911,-1.25245,-1.41683,-1.54745,-1.63256,-1.66465,-1.6411,-1.56425,-1.44079,-1.2808,-1.09655,-0.901326,-0.708496,-0.530816,-0.379917,-0.265795,-0.196148,-0.175462,-0.203957,-0.276632,-0.382778,-0.506333,-0.627288,-0.724128,-0.776977,-0.770867,-0.698447,-0.561498,-0.370875,-0.144824
0,1.37657,0.0850954,0.0559717,0.282239,0.439866,0.572221,0.667018,0.718562,0.728343,0.703801,0.65566,0.594785,0.529614,0.465039,0.403044,0.344748,0.292918,0.253845,0.237613,0.256405,0.321182,0.437749,0.603491,0.805984,1.0241,1.23151,1.40163,1.51283,1.55238,1.51842,1.41946,1.2719,1.09649,0.914596,0.745175,0.602846,0.497079,0.432213,0.407943,0.419987,0.460799,0.520355,0.587086,0.649015,0.694995,0.715883,0.705406,0.660515,0.581207,0.469916,0.330768,0.169,-0.00924483,-0.19673,-0.384785,-0.563172,-0.720514,-0.845444,-0.928356,-0.963316,-0.949598,-0.892343,-0.802103,-0.693387,-0.582568,-0.485688,-0.416597,-0.385699,-0.399313,-0.459495,-0.564111,-0.706999,-0.878233,-1.06459,-1.25038,-1.41882,-1.5538,-1.64192,-1.67433,-1.64798,-1.56592,-1.43658,-1.27219,-1.08677,-0.894278,-0.707275,-0.536411,-0.390607,-0.277527,-0.20386,-0.174952,-0.193639,-0.258506,-0.362161,-0.490306,-0.622285,-0.733458,-0.799149,-0.79939,-0.723292,-0.571846,-0.358322,-0.106049
0,0.739981,0.0513581,0.0607673,0.309233,0.444259,0.559329,0.645791,0.698908,0.718147,0.706612,0.669836,0.61439,0.54676,0.472858,0.39823,0.328769,0.271492,0.234862,0.228287,0.260667,0.33827,0.462468,0.628034,0.82263,1.02781,1.22149,1.38137,1.48868,1.53129,1.50565,1.41711,1.27867,1.10866,0.92763,0.755365,0.608361,0.49813,0.430432,0.405361,0.418082,0.46,0.520128,0.586477,0.647326,0.692256,0.712902,0.703368,0.660355,0.583044,0.472859,0.333214,0.169324,-0.0118986,-0.201936,-0.390852,-0.567735,-0.721468,-0.841842,-0.92085,-0.953968,-0.941106,-0.887026,-0.801066,-0.696202,-0.587596,-0.490856,-0.420293,-0.387392,-0.399644,-0.459834,-0.565778,-0.710518,-0.882935,-1.06876,-1.25194,-1.4162,-1.54677,-1.63187,-1.66399,-1.64049,-1.56369,-1.44028,-1.28035,-1.09616,-0.901009,-0.70828,-0.53073,-0.379987,-0.266037,-0.196555,-0.175998,-0.204551,-0.277176,-0.383135,-0.506355,-0.626851,-0.723179,-0.77558,-0.769248,-0.697017,-0.560845,-0.371712,-0.147904
0,1.65983,0.0618778,0.0729501,0.31496,0.440952,0.550018,0.63592,0.694194,0.722425,0.720343,0.689789,0.634624,0.560598,0.475199,0.387424,0.307391,0.245726,0.212667,0.216917,0.264372,0.356914,0.49152,0.659936,0.849073,1.0422,1.22081,1.36693,1.46553,1.50659,1.48652,1.40871,1.283,1.12427,0.950433,0.779928,0.629434,0.511875,0.435117,0.401428,0.407714,0.446393,0.506705,0.576218,0.642297,0.693362,0.719828,0.714696,0.673823,0.595957,0.482603,0.337803,0.167864,-0.0189632,-0.212891,-0.403123,-0.57854,-0.728543,-0.844015,-0.918295,-0.94806,-0.933942,-0.880781,-0.797404,-0.695921,-0.590586,-0.496329,-0.427159,-0.394599,-0.406389,-0.465579,-0.570162,-0.713251,-0.883788,-1.06769,-1.2493,-1.41289,-1.54423,-1.6318,-1.66783,-1.64886,-1.5759,-1.45426,-1.29306,-1.10441,-0.902507,-0.702511,-0.519391,-0.366696,-0.255357,-0.19258,-0.180957,-0.21791,-0.295609,-0.401455,-0.519163,-0.63039,-0.71675,-0.761973,-0.75391,-0.686091,-0.55858,-0.377997,-0.156683
0,1.34643,0.0530682,0.0662386,0.302329,0.441686,0.558803,0.6466,0.701398,0.722932,0.713812,0.678633,0.62306,0.553163,0.475182,0.395694,0.322006,0.262438,0.226183,0.222533,0.259463,0.341821,0.469558,0.636515,0.830199,1.0328,1.2234,1.38094,1.48752,1.53122,1.50802,1.4223,1.28602,1.11669,0.934626,0.759921,0.609804,0.496656,0.426952,0.401145,0.414357,0.457641,0.519526,0.587593,0.649854,0.695812,0.717135,0.707988,0.66507,0.587486,0.476568,0.335698,0.170195,-0.0127821,-0.204381,-0.394365,-0.571671,-0.725241,-0.845108,-0.923592,-0.956431,-0.94362,-0.889788,-0.80399,-0.698904,-0.589526,-0.491535,-0.419546,-0.385478,-0.397222,-0.457768,-0.564862,-0.711214,-0.885243,-1.07227,-1.25602,-1.4203,-1.55064,-1.63567,-1.66819,-1.64562,-1.57001,-1.44755,-1.28777,-1.10256,-0.905183,-0.709385,-0.52862,-0.375312,-0.260071,-0.190824,-0.171823,-0.202699,-0.277739,-0.385693,-0.510329,-0.631876,-0.729269,-0.782945,-0.777716,-0.705202,-0.565335,-0.366593,-0.124892
0,1.88706,0.0684596,0.0753688,0.316619,0.44055,0.548686,0.634765,0.694007,0.723478,0.72234,0.691987,0.636089,0.560524,0.473203,0.383721,0.302794,0.241458,0.210039,0.216952,0.267489,0.362755,0.498991,0.667437,0.854888,1.04492,1.21969,1.3621,1.45795,1.49786,1.4785,1.40307,1.28086,1.12599,0.95551,0.787185,0.637294,0.518734,0.439687,0.402999,0.406266,0.442547,0.501543,0.57101,0.638206,0.691195,0.719883,0.716729,0.677144,0.599612,0.485616,0.339404,0.167665,-0.0208945,-0.216058,-0.406732,-0.581692,-0.73045,-0.844177,-0.916614,-0.944853,-0.929864,-0.876677,-0.794121,-0.69413,-0.590643,-0.498217,-0.430497,-0.398738,-0.410548,-0.46901,-0.572299,-0.713815,-0.882838,-1.0656,-1.24664,-1.41034,-1.54237,-1.63101,-1.66817,-1.65006,-1.57744,-1.45553,-1.29348,-1.10368,-0.900686,-0.700055,-0.517061,-0.365365,-0.255759,-0.195067,-0.185336,-0.223413,-0.301025,-0.405407,-0.520466,-0.628407,-0.711648,-0.754799,-0.746457,-0.680554,-0.557083,-0.38208,-0.166868
0,1.37377,0.0556904,0.0685697,0.309933,0.441903,0.554324,0.640604,0.696748,0.721481,0.715999,0.683498,0.628669,0.557311,0.47616,0.392883,0.316104,0.255259,0.220088,0.219671,0.261077,0.347829,0.478547,0.64614,0.837868,1.03643,1.22197,1.3748,1.47823,1.52108,1.49943,1.41713,1.28518,1.12001,0.940968,0.767585,0.616998,0.501924,0.429461,0.400782,0.411641,0.453513,0.515085,0.583842,0.64751,0.695199,0.718165,0.710219,0.667821,0.589998,0.478165,0.335941,0.168985,-0.0151773,-0.207388,-0.397239,-0.573681,-0.725854,-0.844118,-0.92117,-0.953068,-0.939995,-0.886599,-0.801798,-0.698033,-0.590034,-0.493253,-0.422154,-0.388578,-0.400401,-0.460627,-0.567028,-0.71237,-0.885171,-1.07092,-1.25356,-1.41718,-1.54749,-1.63322,-1.66704,-1.64606,-1.57187,-1.4502,-1.29026,-1.10389,-0.904658,-0.706892,-0.524765,-0.371311,-0.257427,-0.190846,-0.175155,-0.208989,-0.285601,-0.393001,-0.51479,-0.631732,-0.723943,-0.773409,-0.766465,-0.695805,-0.56165,-0.371843,-0.140831
0,0.59338,0.0576306,0.063349,0.33155,0.448097,0.550251,0.63071,0.684436,0.709061,0.704851,0.674351,0.62187,0.553022,0.474437,0.393665,0.319159,0.260143,0.226155,0.226137,0.267115,0.35266,0.481501,0.646681,0.835597,1.03109,1.21351,1.36342,1.46446,1.50586,1.48404,1.40306,1.2739,1.11267,0.938156,0.769175,0.622149,0.50925,0.437311,0.407568,0.416135,0.455023,0.513499,0.579536,0.641173,0.687631,0.710113,0.702278,0.660419,0.583431,0.47266,0.33171,0.166247,-0.016206,-0.206522,-0.394367,-0.568797,-0.719086,-0.835745,-0.911632,-0.94297,-0.930091,-0.877742,-0.794849,-0.693727,-0.588834,-0.495217,-0.426859,-0.395145,-0.407612,-0.467127,-0.571563,-0.714004,-0.883428,-1.06581,-1.24554,-1.40694,-1.53583,-1.62087,-1.65457,-1.63386,-1.56024,-1.4394,-1.28063,-1.0959,-0.898882,-0.703945,-0.525174,-0.375367,-0.265036,-0.201402,-0.18746,-0.22125,-0.295535,-0.398079,-0.512649,-0.620749,-0.703916,-0.746246,-0.736732,-0.670956,-0.5518,-0.389008,-0.197661
0,1.53196,0.0538839,0.0711436,0.310093,0.440742,0.552487,0.639071,0.696441,0.722911,0.719054,0.687445,0.632364,0.559567,0.47614,0.390399,0.311725,0.250174,0.215773,0.217456,0.261743,0.351361,0.484128,0.652373,0.843177,1.0395,1.22211,1.37213,1.47359,1.51582,1.49499,1.41469,1.28535,1.12271,0.945502,0.772868,0.62184,0.505329,0.430841,0.400053,0.409195,0.450082,0.511551,0.581034,0.646032,0.695324,0.719807,0.712972,0.671064,0.593034,0.48037,0.336894,0.168547,-0.0168407,-0.209856,-0.399943,-0.576037,-0.727397,-0.844606,-0.920619,-0.951729,-0.938276,-0.884955,-0.800623,-0.697582,-0.590389,-0.49433,-0.423742,-0.390398,-0.402158,-0.462054,-0.567922,-0.712618,-0.884771,-1.06999,-1.25237,-1.41606,-1.54683,-1.63336,-1.66817,-1.64813,-1.57458,-1.45302,-1.29255,-1.1051,-0.904452,-0.70533,-0.522288,-0.368659,-0.255438,-0.190206,-0.176175,-0.211485,-0.288927,-0.396231,-0.517011,-0.632352,-0.722905,-0.771235,-0.764086,-0.694199,-0.561383,-0.372626,-0.141234
0,1.30113,0.0809704,0.0592567,0.297865,0.442583,0.564615,0.65425,0.706693,0.722376,0.706086,0.665233,0.607869,0.541105,0.470443,0.400163,0.334498,0.279003,0.241397,0.231321,0.258809,0.331762,0.453125,0.61865,0.816066,1.02608,1.22515,1.38942,1.49894,1.54116,1.51288,1.42041,1.27798,1.10493,0.922395,0.750191,0.604398,0.495894,0.429847,0.405975,0.419345,0.461478,0.521592,0.587861,0.648614,0.69339,0.713751,0.703791,0.660304,0.582654,0.472452,0.3332,0.170026,-0.010422,-0.199978,-0.389013,-0.566731,-0.721874,-0.843856,-0.924194,-0.957953,-0.94486,-0.889774,-0.80237,-0.696063,-0.58638,-0.489102,-0.41848,-0.385769,-0.398204,-0.458413,-0.564246,-0.708949,-0.881673,-1.06834,-1.25288,-1.41875,-1.5507,-1.63649,-1.66828,-1.64343,-1.56463,-1.43922,-1.27799,-1.0937,-0.899717,-0.709002,-0.533504,-0.383923,-0.269547,-0.197884,-0.173895,-0.198846,-0.269039,-0.374885,-0.500819,-0.626448,-0.729003,-0.786781,-0.782939,-0.708776,-0.565692,-0.365305,-0.127623
